ID,Vietnamese_Text,English_Text,Vietnamese_Sound
chat_everyday_9_t3_you0,"Cảm ơn anh, chúc anh một ngày tốt lành","Thank you, have a good day",
chat_everyday_9_t3_you1,Xong chưa?,Are we done?,
chat_everyday_9_t3_you2,Lần sau giao nhanh hơn nhé,Deliver faster next time,
chat_factory_0_opener,Kiểm tra máy trước khi bắt đầu ca nhé.,Check the machine before starting the shift.,
chat_factory_0_t0_them,Tốt. Có vấn đề gì báo ngay cho tôi.,Good. Report any issues to me right away.,
chat_factory_0_t0_you0,"Vâng, tôi hiểu rồi","Yes, understood",
chat_factory_0_t0_you1,Tôi không hiểu,I don't understand,
chat_factory_0_t0_you2,Máy nào cơ?,Which machine?,
chat_factory_0_t1_them,"Cảm ơn, làm việc tốt nhé","Thanks, good work",
chat_factory_0_t1_you0,"Vâng, sếp","Yes, boss",
chat_factory_0_t1_you1,Tôi về trước đây,I'm leaving early,
chat_factory_0_t1_you2,Ca này dài quá,This shift is too long,
chat_factory_0_t2_them,"Được, để tôi gọi kỹ thuật qua kiểm tra","Okay, I'll call maintenance to check it",
chat_factory_0_t2_you0,Máy số 3 có tiếng kêu lạ ạ,Machine #3 is making a strange noise,
chat_factory_0_t2_you1,Chắc không sao đâu,Probably fine,
chat_factory_0_t2_you2,Tôi tự sửa được,I can fix it myself,
chat_factory_0_t3_them,"Được, chờ họ xong rồi làm tiếp nhé","Sure, once they're done you can continue",
chat_factory_0_t3_you0,"Vâng, cảm ơn sếp","Yes, thank you",
chat_factory_0_t3_you1,Bao giờ họ tới?,When will they arrive?,
chat_factory_0_t3_you2,Tôi nghỉ chờ luôn được không,Can I just take a break while waiting?,
chat_factory_1_opener,Đơn hàng sẽ giao vào thứ Ba.,The order will be delivered Tuesday.,
chat_factory_1_t0_them,Có gì cứ liên hệ tôi nhé,Feel free to contact me anytime,
chat_factory_1_t0_you0,"Cảm ơn, tôi sẽ kiểm tra kho","Thanks, I'll check the warehouse",
chat_factory_1_t0_you1,Tôi không cần hàng nữa,I don't need the goods anymore,
chat_factory_1_t0_you2,Thứ Ba là ngày nào?,What day is Tuesday?,
chat_factory_1_t1_them,Không có gì!,You're welcome!,
chat_factory_1_t1_you1,Trễ quá rồi,That's too late,
chat_factory_1_t1_you2,Tôi sẽ trả tiền sau,I'll pay later,
chat_factory_1_t2_them,Đơn này là 500 đơn vị nhé,This order is 500 units,
chat_factory_1_t2_you0,Số lượng đơn hàng này là bao nhiêu vậy anh?,How many units is this order?,
chat_factory_1_t2_you1,Bao nhiêu cũng được,Any amount is fine,
chat_factory_1_t2_you2,Tôi không quan tâm số lượng,I don't care about the quantity,
chat_factory_1_t3_them,"Tốt, hẹn gặp thứ Ba nhé","Great, see you Tuesday",
chat_factory_1_t3_you0,"Được, tôi sẽ chuẩn bị kho nhận hàng","Got it, I'll prepare the warehouse to receive it",
chat_factory_1_t3_you1,Kho tôi chật lắm,My warehouse is too full,
chat_factory_1_t3_you2,Chắc không kịp chuẩn bị đâu,Probably won't be ready in time,
chat_factory_2_opener,Bạn đã nộp đủ giấy tờ chưa?,Have you submitted all your documents?,
chat_factory_2_t0_them,"Tốt, ca làm việc bắt đầu lúc 7 giờ sáng","Good, your shift starts at 7am",
chat_factory_2_t0_you0,"Dạ rồi, đây là hồ sơ của tôi","Yes, here's my file",
chat_factory_2_t0_you1,Giấy tờ gì cơ?,What documents?,
chat_factory_2_t0_you2,Tôi nộp online rồi,I submitted online already,
chat_factory_2_t1_them,"Cảm ơn, chúc bạn làm việc tốt","Thanks, good luck with the work",
chat_factory_2_t1_you0,"Vâng, tôi sẽ đến đúng giờ","Understood, I'll be on time",
chat_factory_2_t1_you1,7 giờ sớm quá,7am is too early,
chat_factory_2_t1_you2,Có thể đổi ca không?,Can I change shifts?,
chat_factory_2_t2_them,Mang giày bảo hộ và có mặt sớm 15 phút nhé,Bring safety shoes and arrive 15 minutes early,
chat_factory_2_t2_you0,Tôi cần chuẩn bị gì cho ngày đầu tiên ạ?,What should I prepare for my first day?,
chat_factory_2_t2_you1,Chắc không cần gì đâu,Probably don't need anything,
chat_factory_2_t2_you2,Tôi tự biết rồi,I already know,
chat_factory_2_t3_them,"Tốt, hẹn gặp bạn thứ Hai nhé!","Great, see you Monday!",
chat_factory_2_t3_you0,"Dạ, tôi sẽ chuẩn bị đầy đủ",I'll make sure to be prepared,
chat_factory_2_t3_you1,Giày bảo hộ mua ở đâu vậy?,Where do I buy safety shoes?,
chat_factory_2_t3_you2,Chắc tôi quên mất,I'll probably forget,
chat_factory_3_opener,Nhớ đội mũ bảo hộ khi vào xưởng nhé.,Remember to wear a hard hat when entering the workshop.,
chat_factory_3_t0_them,"Tốt, an toàn là trên hết","Good, safety first",
chat_factory_3_t0_you0,"Vâng, tôi sẽ đội ngay","Yes, I'll put it on now",
chat_factory_3_t0_you1,Tôi không cần đâu,I don't need it,
chat_factory_3_t0_you2,Mũ này ở đâu vậy?,Where's the hat?,
chat_factory_3_t1_them,"Rất tốt, cảm ơn bạn","Very good, thank you",
chat_factory_3_t1_you0,Có vấn đề gì tôi sẽ báo ngay,I'll report right away if there's an issue,
chat_factory_3_t1_you2,Vấn đề gì cũng báo hết à?,Do I report literally everything?,
chat_factory_3_t2_them,"Khu vực máy cắt, cẩn thận nhé","The cutting machine area, be careful there",
chat_factory_3_t2_you0,Khu vực nào nguy hiểm nhất trong xưởng ạ?,Which area of the workshop is most dangerous?,
chat_factory_3_t2_you1,Chắc chỗ nào cũng an toàn,Probably everywhere is safe,
chat_factory_3_t2_you2,Tôi không cần biết,I don't need to know,
chat_factory_3_t3_them,"Tốt, luôn cẩn thận là được","Good, just always be careful",
chat_factory_3_t3_you0,"Dạ, tôi sẽ cẩn thận khi qua khu đó",I'll be careful going through that area,
chat_factory_3_t3_you1,Tôi sẽ tránh khu đó luôn,I'll avoid that area entirely,
chat_factory_3_t3_you2,Chắc sẽ ổn thôi,It'll probably be fine,
chat_fnb_0_opener,Anh/chị ăn gì?,What would you like to eat?,
chat_fnb_0_t0_them,"Dạ, chờ một chút nhé","Okay, one moment",
chat_fnb_0_t0_you0,Cho tôi một tô phở bò,One beef phở please,
chat_fnb_0_t0_you1,Tôi không đói,I'm not hungry,
chat_fnb_0_t0_you2,Có gì ngon không?,What's good here?,
chat_fnb_0_t1_them,"Đây rồi, ăn ngon nhé!","Here you go, enjoy!",
chat_fnb_0_t1_you0,Cho tôi thêm rau,More herbs please,
chat_fnb_0_t1_you1,Tôi muốn về nhà,I want to go home,
chat_fnb_0_t1_you2,Nước lèo có vị gì?,What flavor is the broth?,
chat_fnb_0_t2_them,"Đây, chanh và ớt luôn nè","Here, lime and chili too",
chat_fnb_0_t2_you0,Cho tôi xin thêm chanh,Can I get more lime?,
chat_fnb_0_t2_you1,Tôi ăn xong rồi,I'm done eating,
chat_fnb_0_t2_you2,Phở này dở quá,This phở is bad,
chat_fnb_0_t3_them,"Dạ, 45 nghìn nhé",That's 45k,
chat_fnb_0_t3_you0,Tính tiền giúp em,Check please,
chat_fnb_0_t3_you1,Tôi trả sau nhé,I'll pay later,
chat_fnb_1_opener,Anh/chị uống gì ạ?,What would you like to drink?,
chat_fnb_1_t0_them,Ít đường hay nhiều đường?,Less sugar or more sugar?,
chat_fnb_1_t0_you0,Cho tôi cà phê sữa đá,One iced milk coffee please,
chat_fnb_1_t0_you1,Tôi không uống cà phê,I don't drink coffee,
chat_fnb_1_t0_you2,Trà cũng được,Tea is fine too,
chat_fnb_1_t1_them,"Dạ, có ngay ạ",Coming right up,
chat_fnb_1_t1_you0,Ít đường thôi,Less sugar please,
chat_fnb_1_t1_you1,Không biết,I don't know,
chat_fnb_1_t1_you2,Cho nhiều đá,Lots of ice,
chat_fnb_1_t2_them,"Dạ được, mời anh/chị","Sure, go ahead",
chat_fnb_1_t2_you0,Tôi ngồi đây được không?,Can I sit here?,
chat_fnb_1_t2_you1,Chỗ này của tôi,This spot is mine,
chat_fnb_1_t2_you2,Đứng cũng được,Standing is fine,
chat_fnb_1_t3_them,"Dạ, mật khẩu ghi trên bàn đó ạ",It's written on the table,
chat_fnb_1_t3_you0,Wifi mật khẩu là gì vậy?,What's the wifi password?,
chat_fnb_1_t3_you1,Chỗ này không có wifi à,This place doesn't have wifi?,
chat_fnb_1_t3_you2,Tôi không cần wifi,I don't need wifi,
chat_fnb_2_opener,Bánh mì gì đây? Thịt hay chay?,What kind of bánh mì? Meat or vegetarian?,
chat_fnb_2_t0_them,Có cay không?,Spicy or not?,
chat_fnb_2_t0_you0,Cho tôi bánh mì thịt,Meat bánh mì please,
chat_fnb_2_t0_you2,Bánh mì ngon nhất là gì?,What's the best bánh mì?,
chat_fnb_2_t1_them,"Đây bạn, 20 nghìn nhé","Here you go, 20k",
chat_fnb_2_t1_you0,Không cay nhé,Not spicy please,
chat_fnb_2_t1_you2,Cho cay hết cỡ,Max spicy,
chat_fnb_2_t2_them,"Dạ có, cho thêm luôn nhé","Sure, I'll add extra",
chat_fnb_2_t2_you0,Có thêm pate không?,Any extra pate?,
chat_fnb_2_t2_you1,Bỏ hết rau đi,Take out all the vegetables,
chat_fnb_2_t2_you2,"Tôi đổi ý, không mua nữa","I changed my mind, not buying",
chat_fnb_2_t3_them,"Dạ, cảm ơn bạn nhiều",Thank you so much,
chat_fnb_2_t3_you0,"Cảm ơn, ngon lắm","Thanks, delicious",
chat_fnb_2_t3_you1,Bình thường thôi,Just average,
chat_fnb_2_t3_you2,Tôi không có tiền lẻ,I don't have small change,
chat_fnb_3_opener,Làm một ly không?,Want a glass?,
chat_fnb_3_t0_them,Dzô! Một trăm phần trăm!,Cheers! Bottoms up!,
chat_fnb_3_t0_you0,"Được, một ly thôi nhé","Sure, just one",
chat_fnb_3_t0_you1,Tôi không uống bia,I don't drink beer,
chat_fnb_3_t0_you2,Bia gì vậy?,What kind of beer?,
chat_fnb_3_t1_them,"Ok, tuỳ bạn thôi","Ok, up to you",
chat_fnb_3_t1_you0,"Từ từ thôi, tôi uống ít thôi","Slow down, I'll just drink a little",
chat_fnb_3_t1_you1,Tôi say rồi,I'm drunk,
chat_fnb_3_t1_you2,Cho tôi thêm một ly nữa,Another glass please,
chat_fnb_3_t2_them,"Được, gọi đậu phộng với nem chua nhé","Sure, let's get peanuts and nem chua",
chat_fnb_3_t2_you0,Cho tôi gọi thêm đồ nhắm được không?,Can I order some snacks to go with it?,
chat_fnb_3_t2_you2,Đồ ăn ở đây dở lắm,The food here is bad,
chat_fnb_3_t3_them,"Ừ, lần sau nhậu tiếp nhé!","Yeah, let's drink again next time!",
chat_fnb_3_t3_you0,Cảm ơn vì buổi tối vui vẻ,Thanks for a fun evening,
chat_fnb_3_t3_you1,Tôi phải về luôn,I have to leave right now,
chat_fnb_3_t3_you2,Lần sau tôi không đến nữa,I won't come next time,
chat_fnb_4_opener,Anh/chị đã sẵn sàng gọi món chưa ạ?,Are you ready to order?,
chat_fnb_4_t0_them,"Dạ, không vội đâu ạ, cứ từ từ","No rush at all, take your time",
chat_fnb_4_t0_you0,"Dạ, cho tôi xem thực đơn thêm chút được không?",Could I look at the menu a bit more?,
chat_fnb_4_t0_you1,"Gọi luôn đi, tôi vội","Just order for me, I'm in a hurry",
chat_fnb_4_t0_you2,Món nào cũng được,Any dish is fine,
chat_fnb_4_t1_them,"Dạ, hôm nay có cá hồi nướng sốt chanh",Today we have grilled salmon with lemon sauce,
chat_fnb_4_t1_you0,Món đặc biệt hôm nay là gì vậy?,What's today's special?,
chat_fnb_4_t1_you1,Chắc không có gì đặc biệt,Probably nothing special,
chat_fnb_4_t1_you2,Tôi không thích món đặc biệt,I don't like specials,
chat_fnb_4_t2_them,"Dạ, lựa chọn tuyệt vời ạ",Excellent choice,
chat_fnb_4_t2_you0,"Nghe ngon đó, cho tôi một phần","Sounds delicious, I'll have one",
chat_fnb_4_t2_you1,Nghe không hấp dẫn lắm,Doesn't sound very appealing,
chat_fnb_4_t2_you2,Tôi để suy nghĩ đã,Let me think about it more,
chat_fnb_4_t3_them,"Dạ, em mang ngay ạ",I'll bring it right away,
chat_fnb_4_t3_you0,Cho tôi thêm một ly nước lọc nữa,One more glass of water please,
chat_fnb_4_t3_you1,Nước ở đâu vậy?,Where's the water?,
chat_fnb_4_t3_you2,Tôi tự lấy được,I'll get it myself,
chat_fnb_5_opener,"Chào bạn, đơn hàng ShopeeFood đây","Hi, here's your ShopeeFood order",
chat_fnb_5_t0_them,"Dạ, tổng cộng là 120 nghìn nhé","That's 120,000 total",
chat_fnb_5_t0_you0,"Cảm ơn anh, cho tôi xin đơn hàng","Thank you, let me get the order",
chat_fnb_5_t0_you2,Để đó đi,Just leave it there,
chat_fnb_5_t1_them,"Dạ được, anh/chị đưa tiền giúp em","Sure, please hand over the payment",
chat_fnb_5_t1_you0,Tôi trả tiền mặt được không?,Can I pay cash?,
chat_fnb_5_t1_you1,Tôi không có tiền,I don't have any money,
chat_fnb_5_t1_you2,Trả sau được không?,Can I pay later?,
chat_fnb_5_t2_them,"Dạ, cảm ơn anh/chị nhiều!",Thank you so much!,
chat_fnb_5_t2_you0,"Đây, gửi anh, khỏi thối lại nhé","Here you go, keep the change",
chat_fnb_5_t2_you1,"Đây, thối lại đủ nhé","Here, give me exact change",
chat_fnb_5_t2_you2,Tôi không có đủ tiền,I don't have enough,
chat_fnb_5_t3_them,"Dạ, chào anh/chị, hẹn gặp lại!","Take care, see you next time!",
chat_fnb_5_t3_you0,"Cảm ơn anh, chạy xe cẩn thận nhé","Thanks, ride safe",
chat_fnb_5_t3_you1,Lần sau giao nhanh hơn,Deliver faster next time,
chat_fnb_5_t3_you2,Ok,Ok,
chat_fnb_6_opener,Nhóm mình ăn lẩu gì đây?,What kind of hot pot should we get?,
chat_fnb_6_t0_them,"Được đó, gọi lẩu thái nhé!","Sounds good, let's get Thai hot pot!",
chat_fnb_6_t0_you0,Lẩu thái được không mọi người?,"How about Thai hot pot, everyone?",
chat_fnb_6_t0_you1,Tuỳ mọi người thôi,Up to everyone,
chat_fnb_6_t0_you2,Tôi không thích lẩu,I don't like hot pot,
chat_fnb_6_t1_them,"Được, gọi luôn nhé","Got it, ordering now",
chat_fnb_6_t1_you0,Cho thêm phần rau và nấm nhé,Add a portion of vegetables and mushrooms,
chat_fnb_6_t1_you1,Chỉ cần thịt thôi,Just meat is fine,
chat_fnb_6_t1_you2,Tôi không ăn rau,I don't eat vegetables,
chat_fnb_6_t2_them,"Được rồi, bỏ vào thoải mái nhé","Yeah, go ahead and add whatever",
chat_fnb_6_t2_you0,"Nước lẩu sôi rồi, bỏ đồ vào được chưa?","The broth is boiling, can we start adding things?",
chat_fnb_6_t2_you1,Chờ thêm chút nữa,Wait a bit more,
chat_fnb_6_t2_you2,Tôi không biết khi nào bỏ vào,I don't know when to add things,
chat_fnb_6_t3_them,"Vui ghê, lần sau đi tiếp nha!","So fun, let's do this again sometime!",
chat_fnb_6_t3_you0,"Ngon quá, cảm ơn mọi người đã rủ đi ăn","So good, thanks everyone for inviting me",
chat_fnb_6_t3_you1,Lẩu này bình thường thôi,This hot pot is just average,
chat_fnb_6_t3_you2,"Tôi no rồi, không ăn nữa","I'm full, not eating anymore",
chat_health_0_opener,Bạn bị làm sao vậy?,What's wrong?,
chat_health_0_t0_them,Để tôi khám cho bạn nhé,Let me examine you,
chat_health_0_t0_you0,Tôi bị sốt và đau đầu,I have a fever and headache,
chat_health_0_t0_you1,Tôi khoẻ mà,I'm fine,
chat_health_0_t0_you2,Bao giờ tôi khoẻ lại?,When will I be better?,
chat_health_0_t1_them,Bạn có bị dị ứng thuốc gì không?,Are you allergic to any medication?,
chat_health_0_t1_you0,Tôi bị vậy khoảng hai ngày rồi,I've had this for about two days,
chat_health_0_t2_them,"Được, tôi sẽ kê đơn cho bạn","Okay, I'll write you a prescription",
chat_health_0_t2_you0,"Không, tôi không bị dị ứng gì","No, I'm not allergic to anything",
chat_health_0_t2_you2,Thuốc gì cũng được,Any medicine is fine,
chat_health_0_t3_them,Nhớ uống thuốc đúng giờ nhé,Remember to take the medicine on time,
chat_health_0_t3_you0,Cảm ơn bác sĩ nhiều,"Thank you so much, doctor",
chat_health_0_t3_you1,Thuốc này có tác dụng phụ không?,Does this medicine have side effects?,
chat_health_1_opener,Bạn cần mua thuốc gì?,What medicine do you need?,
chat_health_1_t0_them,Bạn có triệu chứng gì khác không?,Any other symptoms?,
chat_health_1_t0_you0,Tôi cần thuốc hạ sốt,I need fever medicine,
chat_health_1_t1_them,Vậy tôi sẽ đưa bạn thêm thuốc ngậm ho,I'll also give you throat lozenges,
chat_health_1_t1_you0,Tôi cũng bị đau họng,I also have a sore throat,
chat_health_1_t1_you1,Tôi không muốn nói,I don't want to say,
chat_health_1_t1_you2,Bạn tự đoán đi,You guess,
chat_health_1_t2_them,Tất cả là 45 nghìn đồng,"That's 45,000 dong total",
chat_health_1_t2_you0,Bao nhiêu tiền tất cả vậy?,How much for everything?,
chat_health_1_t2_you2,Tôi trả sau được không,Can I pay later?,
chat_health_1_t3_them,"Cảm ơn bạn, mau khỏe nhé","Thank you, get well soon",
chat_health_1_t3_you0,"Dạ, gửi tiền chị nè",Here's the money,
chat_health_1_t3_you2,Thôi tôi không mua nữa,"Never mind, I won't buy it",
chat_housing_0_opener,Bạn đang tìm phòng loại nào?,What kind of place are you looking for?,
chat_housing_0_t0_them,"Tôi có vài chỗ phù hợp, ngân sách bạn khoảng bao nhiêu?","I have a few good options, what's your budget?",
chat_housing_0_t0_you0,"Tôi cần phòng một phòng ngủ, gần trung tâm",I need a one-bedroom near downtown,
chat_housing_0_t0_you1,Phòng nào cũng được,Any room is fine,
chat_housing_0_t0_you2,Tôi chưa muốn thuê,I don't want to rent yet,
