ID,Vietnamese_Text,English_Text,Vietnamese_Female_Sound,Vietnamese_Male_Sound,Why
lesson_vi2_l79_d3,Lần sau nhìn kỹ nhé em.,You should look carefully next time.,,,drifted
lesson_vi2_l79_d4,Bị phạt bao nhiêu vậy anh?,How much is the fine?,,,drifted
lesson_vi2_l79_d5,Anh cũng không biết. Đừng vi phạm là hơn.,I do not know either. Better not to break the rule.,,,drifted
lesson_vi2_l80_d0,Sao trông anh căng thẳng thế?,Why do you look so stressed?,,,drifted
lesson_vi2_l80_d1,Mai đấu với đối thủ cũ của anh.,Tomorrow I am up against my old rival.,,,drifted
lesson_vi2_l80_d2,Hoá ra anh vẫn còn nhớ à?,So it turns out you still remember?,,,drifted
lesson_vi2_l80_d3,Nhớ chứ. Ai quên được.,Of course I remember. Nobody could forget.,,,drifted
lesson_vi2_l80_d4,Em thì thấy chán mấy vụ này.,Personally I find all this boring.,,,drifted
lesson_vi2_l80_d5,Mỗi người một quan điểm mà em.,Everyone has their own view.,,,drifted
lesson_vi2_l81_d0,Chị em nhà em mấy người ạ?,How many sisters are there in your family?,,,drifted
lesson_vi2_l81_d1,Ba chị em. Em là út.,Three of us. I am the youngest.,,,drifted
lesson_vi2_l81_d2,"Chờ chị một tí, chị sắp xếp lại đã.","Give me a second, let me tidy up first.",,,drifted
lesson_vi2_l81_d3,Để em phụ chị cho nhanh.,Let me help so it goes faster.,,,drifted
lesson_vi2_l81_d4,"Nhẹ nhàng thôi em, dễ vỡ đấy.","Go gently, you will break that bowl.",,,drifted
lesson_vi2_l81_d5,"Vâng, em cẩn thận ạ.","Yes, I will be careful.",,,drifted
lesson_vi2_l82_d0,Dạo này hai đứa thế nào rồi?,How are you two doing lately?,,,drifted
lesson_vi2_l82_d1,Bọn em định kết hôn cuối năm.,We are planning to get married at the end of the year.,,,drifted
lesson_vi2_l82_d2,Chờ đợi lâu quá rồi còn gì.,You two have waited long enough.,,,drifted
lesson_vi2_l82_d3,"Vâng, bảy năm rồi chị.","Yes, seven years now.",,,drifted
lesson_vi2_l82_d4,"Nóng quá, bật điều hoà đi em.","It is so hot, turn the air con on.",,,drifted
lesson_vi2_l82_d5,Để em hạ nhiệt độ xuống.,I will turn the temperature down.,,,drifted
lesson_vi2_l83_d0,Em thanh toán bằng thẻ được không ạ?,Can I pay by card?,,,drifted
lesson_vi2_l83_d1,"Được em, hoặc chuyển khoản cũng được.","Yes, or by bank transfer.",,,drifted
lesson_vi2_l83_d2,Anh đổ xăng chưa?,Have you filled up with petrol yet?,,,drifted
lesson_vi2_l83_d3,"Rồi, đầy bình rồi em.","Yes, I have filled the tank.",,,drifted
lesson_vi2_l83_d4,Vậy mình nghỉ ngơi chút rồi đi.,Then let us rest a bit and go.,,,drifted
lesson_vi2_l83_d5,"Ừ, đường hôm nay thuận lợi lắm.","Yeah, the roads are clear today.",,,drifted
lesson_vi2_l84_d0,Em bị lạc đường rồi anh ơi.,I have got lost on this road.,,,drifted
lesson_vi2_l84_d1,Em gửi định vị anh xem.,Send me your location.,,,drifted
lesson_vi2_l84_d2,Thừa nhận là em không nhớ đường.,I admit I do not remember the way.,,,drifted
lesson_vi2_l84_d3,"Không sao, anh ra đón em.","No problem, I will come and get you.",,,drifted
lesson_vi2_l84_d4,Chân em hôm nay đỡ hơn rồi.,My leg is better today.,,,drifted
lesson_vi2_l84_d5,Vậy thì tốt. Đứng chờ anh nhé.,Good. Wait there for me.,,,drifted
lesson_vi2_l85_d0,Chiều nay đi bơi không anh?,Want to go swimming this afternoon?,,,drifted
lesson_vi2_l85_d1,Thực ra anh hơi khó chịu trong người.,Actually I do not feel well today.,,,drifted
lesson_vi2_l85_d2,Anh uống thuốc cho bớt đi.,Take something so it eases off.,,,drifted
lesson_vi2_l85_d3,"Ừ, uống rồi mà chưa đỡ.",I have taken it but I am not better yet.,,,drifted
lesson_vi2_l85_d4,Nghe nói anh trúng giải thưởng?,I hear you won a prize?,,,drifted
lesson_vi2_l85_d5,"Ừ, anh hài lòng lắm em ạ.","Yes, I am really pleased with it.",,,drifted
lesson_vi2_l86_d0,Tết này anh về quê không?,Are you going home for Tết?,,,drifted
lesson_vi2_l86_d1,"Có, mà còn đám cưới em họ nữa.","Yes, and there is my cousin's wedding too.",,,drifted
lesson_vi2_l86_d2,Bận thế thì mệt lắm anh.,"That is exhausting, being that busy.",,,drifted
lesson_vi2_l86_d3,"Mẹ kiếp, xe lại hỏng nữa chứ.","Damn it, the bike has broken down again.",,,drifted
lesson_vi2_l86_d4,"Trời ơi, sao xui thế.","God, you have such bad luck.",,,drifted
lesson_vi2_l86_d5,Thôi ngồi cho mát rồi tính.,Let us sit somewhere cool and work it out.,,,drifted
lesson_vi2_l87_d0,Em gái anh thi đậu chưa?,Has your little sister passed her exam?,,,drifted
lesson_vi2_l87_d1,"Đậu rồi, thành tích tốt lắm.","She passed, with really good results.",,,drifted
lesson_vi2_l87_d2,Con bé học ngôn ngữ gì ạ?,What language is she studying?,,,drifted
lesson_vi2_l87_d3,Tiếng Nhật. Năm học sau vào Sài Gòn.,Japanese. Next school year she moves to Saigon.,,,drifted
lesson_vi2_l87_d4,Xa nhà chắc nhớ lắm.,"She will miss home, being that far.",,,drifted
lesson_vi2_l87_d5,"Ừ, nhưng ở đó cơ hội nhiều.","Yes, but there are more opportunities there.",,,drifted
lesson_vi2_l88_d0,Quán đóng cửa rồi hả anh?,Has the place closed already?,,,drifted
lesson_vi2_l88_d1,"Ừ, hôm nay có lễ hội ngoài kia.","Yes, there is a festival on out there.",,,drifted
lesson_vi2_l88_d2,Em mua được hai chai nước thôi.,I only managed to buy two bottles of water.,,,drifted
lesson_vi2_l88_d3,Bao nhiêu vậy em?,How much were they?,,,drifted
lesson_vi2_l88_d4,Năm chục. Em bị lừa rồi.,Fifty. I got ripped off.,,,drifted
lesson_vi2_l88_d5,Thất vọng thật. Lần sau hỏi giá trước.,That is a shame. Ask the price first next time.,,,drifted
lesson_vi2_l89_d0,Mai sinh nhật dì em đấy.,Tomorrow is my aunt's birthday.,,,drifted
lesson_vi2_l89_d1,Em ghé qua chúc dì nhé.,You should drop by and wish her well.,,,drifted
lesson_vi2_l89_d2,"Vâng, em dọn nhà xong rồi ghé.","Yes, I will tidy the house then come.",,,drifted
lesson_vi2_l89_d3,Nhà dì trang trí đẹp lắm.,Her house is decorated beautifully.,,,drifted
lesson_vi2_l89_d4,Anh biết đường không ạ?,Do you know the way?,,,drifted
lesson_vi2_l89_d5,Em gửi bản đồ cho anh đi.,Send me a map.,,,drifted
lesson_vi2_l90_d0,Leo núi về mệt mỏi quá anh.,I am exhausted after the climb.,,,drifted
lesson_vi2_l90_d1,Hành trình dài mà. Nghỉ đi em.,That was a long journey. You should rest now.,,,drifted
lesson_vi2_l90_d2,Trên đó có ca sĩ hát live.,There was a singer performing live up there.,,,drifted
lesson_vi2_l90_d3,Hay không em?,Was it good?,,,drifted
lesson_vi2_l90_d4,Hay lắm. Em thưởng thức cả buổi tối.,Really good. I enjoyed the whole evening.,,,drifted
lesson_vi2_l90_d5,Lần sau anh đi với em.,Next time I will go with you.,,,drifted
lesson_vi2_l91_d0,"Chị ơi, áo này có cỡ lớn hơn không?",Do you have this shirt in a bigger size?,,,drifted
lesson_vi2_l91_d1,"Có em, để chị lấy cho.","We do, let me get it for you.",,,drifted
lesson_vi2_l91_d2,Phiền chị quá ạ.,Sorry to trouble you like this.,,,drifted
lesson_vi2_l91_d3,Không phiền gì đâu em.,You never bother me at all.,,,drifted
lesson_vi2_l91_d4,Dạo này em áp lực công việc lắm.,Work has been very stressful for me lately.,,,drifted
lesson_vi2_l91_d5,Cuối tuần đi giải trí cho nhẹ đầu.,You should go out at the weekend to clear your head.,,,drifted
lesson_vi2_l92_d0,Thời tiết hôm nay đẹp anh nhỉ.,The weather is lovely today.,,,drifted
lesson_vi2_l92_d1,"Ừ, hơn hẳn năm ngoái.","Yeah, much better than last year.",,,drifted
lesson_vi2_l92_d2,Tối nay có buổi biểu diễn ngoài công viên.,There is a performance in the park tonight.,,,drifted
lesson_vi2_l92_d3,Anh đi với người yêu anh nhé.,I will go with my girlfriend.,,,drifted
lesson_vi2_l92_d4,Hai anh chị làm lành rồi ạ?,So you two have made up?,,,drifted
lesson_vi2_l92_d5,"Rồi, cô ấy tha thứ cho anh.","Yes, she forgave me.",,,drifted
lesson_vi2_l93_d0,Tối nay xem bóng đá không anh?,Watching the football tonight?,,,drifted
lesson_vi2_l93_d1,Anh bận rồi em ạ.,"I am busy, sorry.",,,drifted
lesson_vi2_l93_d2,Anh xem lịch lại đi.,You should look at your calendar again.,,,drifted
lesson_vi2_l93_d3,"Ừ, mai anh phải ra ga sớm.","Yeah, I have to be at the station early tomorrow.",,,drifted
lesson_vi2_l93_d4,Trận này trên trang web nào ạ?,Which website is showing this match?,,,drifted
lesson_vi2_l93_d5,Anh gửi link cho em sau.,I will send you the link later.,,,drifted
lesson_vi2_l94_d0,Điện thoại em hết pin rồi.,My phone is out of battery.,,,drifted
lesson_vi2_l94_d1,Sạc nhờ ở quán đi em.,You can charge it at the cafe.,,,drifted
lesson_vi2_l94_d2,Lát nữa em có hẹn.,I have a date in a bit.,,,drifted
lesson_vi2_l94_d3,Hẹn hò à? Với ai thế?,A date? With who?,,,drifted
lesson_vi2_l94_d4,Bí mật. Bọn em đi ăn nướng.,Secret. We are going for grilled food.,,,drifted
lesson_vi2_l94_d5,Chủ động lên nhé em.,"Take the initiative, then.",,,drifted
lesson_vi2_l95_d0,Cho em mượn cái sạc với.,Lend me your charger.,,,drifted
lesson_vi2_l95_d1,"Ừ, đây em.","Yes, you can borrow mine.",,,drifted
lesson_vi2_l95_d2,Nghe nói anh chia tay rồi?,I hear you broke up?,,,drifted
lesson_vi2_l95_d3,"Ừ, tháng trước. Cũng là bài học.","Yeah, last month. It was a lesson too.",,,drifted
lesson_vi2_l95_d4,Mai đi bộ ngoài công viên không anh?,Fancy a walk in the park tomorrow?,,,drifted
lesson_vi2_l95_d5,"Được, mà anh phải sửa xe trước.","Sure, but I have to fix the bike first.",,,drifted
lesson_vi2_l96_d0,Mai em đi phỏng vấn ạ.,I have an interview tomorrow.,,,drifted
lesson_vi2_l96_d1,Chúc em may mắn nhé.,I wish you good luck tomorrow.,,,drifted
lesson_vi2_l96_d2,Anh thấy chìa khoá em đâu không?,Have you seen my keys?,,,drifted
lesson_vi2_l96_d3,Trên bàn kìa em.,On the table there.,,,drifted
lesson_vi2_l96_d4,Gửi hàng ra Hà Nội tốn nhiều không anh?,Does it cost a lot to send this to Hanoi?,,,drifted
lesson_vi2_l96_d5,Vận chuyển cỡ hai trăm thôi.,Delivery is about two hundred.,,,drifted
lesson_vi2_l97_d0,Anh đếm lại tiền giúp em.,Count the money again for me.,,,drifted
lesson_vi2_l97_d1,"Đủ rồi em, đừng lo.","It is all there, do not worry.",,,drifted
lesson_vi2_l97_d2,Giấy tờ em để đâu rồi nhỉ?,Where did I put my papers?,,,drifted
lesson_vi2_l97_d3,Trong ngăn kéo đó em.,They are in that drawer.,,,drifted
lesson_vi2_l97_d4,Nhìn khuôn mặt anh là em biết anh giận.,I can tell from your face that you are angry.,,,drifted
lesson_vi2_l97_d5,"Anh không giận, chỉ mệt thôi.","I am not angry, just tired.",,,drifted
lesson_vi2_l98_d0,Coi chừng xe máy đằng sau em!,Watch out for the bike behind you!,,,drifted
lesson_vi2_l98_d1,"Ối, em không thấy.","Oh, I did not see it.",,,drifted
lesson_vi2_l98_d2,Cẩn thận không hậu quả nặng lắm.,Be careful or the consequences will be serious.,,,drifted
lesson_vi2_l98_d3,"Vâng, em nhớ rồi ạ.","Yes, I will remember.",,,drifted
lesson_vi2_l98_d4,Chiều nay đi mua sắm với em nhé.,Come shopping with me this afternoon.,,,drifted
lesson_vi2_l98_d5,"Ừ, chỗ đó bán hàng uy tín lắm.","Sure, that place has a good reputation.",,,drifted
lesson_vi2_l99_d0,Em vừa mới đi khám về.,I have just come back from the doctor.,,,drifted
lesson_vi2_l99_d1,Triệu chứng thế nào em?,What are the symptoms?,,,drifted
lesson_vi2_l99_d2,Sốt với mệt thôi ạ.,I just have a fever and feel tired.,,,drifted
lesson_vi2_l99_d3,"Nghỉ ngơi đi, đừng xem tin tức nữa.",Get some rest and stop watching the news.,,,drifted
lesson_vi2_l99_d4,Hầu hết người thân em cũng bị.,Almost all my relatives have it too.,,,drifted
lesson_vi2_l99_d5,Đang mùa mà em.,A lot of people get it this season.,,,drifted
lesson_vi2_l100_d0,Đồng nghiệp em tốt không?,Do your colleagues help you at work?,,,drifted
lesson_vi2_l100_d1,"Tốt lắm, ai cũng giúp em.","Very nice, everyone helps me.",,,drifted
lesson_vi2_l100_d2,Em có thói quen dậy sớm không?,Do you usually get up early?,,,drifted
lesson_vi2_l100_d3,"Có, từ hồi còn đi học ạ.","Yes, since I was at school.",,,drifted
lesson_vi2_l100_d4,Em trưởng thành nhanh thật.,You have grown up fast.,,,drifted
lesson_vi2_l100_d5,Đi làm rồi mà anh.,"Well, I have a job now.",,,drifted
lesson_vi2_l101_d0,Em thèm ăn phở quá anh.,I would love to eat pho now.,,,drifted
lesson_vi2_l101_d1,"Đi ăn thôi, gần đây có quán ngon.","Let us go, there is a good place near here.",,,drifted
lesson_vi2_l101_d2,Em trai em đi xét nghiệm về rồi.,My little brother is back from his tests.,,,drifted
lesson_vi2_l101_d3,Kết quả sao em?,How were the results?,,,drifted
lesson_vi2_l101_d4,Không sao ạ. May quá.,The doctor said I am fine.,,,drifted
lesson_vi2_l101_d5,"Ừ, thế là mừng rồi.","Yes, that is good news.",,,drifted
lesson_vi2_l102_d0,Em học trực tuyến hàng ngày à?,Do you study online every day?,,,drifted
lesson_vi2_l102_d1,"Trực tuyến ạ, tiện hơn nhiều.","Online, it is much more convenient.",,,drifted
lesson_vi2_l102_d2,Hôm qua em bị sốt.,I had a fever yesterday.,,,drifted
lesson_vi2_l102_d3,Thế mà em vẫn học à?,Did you still study anyway?,,,drifted
lesson_vi2_l102_d4,"Vâng, sợ mất bài ạ.","Yes, I did not want to miss the class.",,,drifted
lesson_vi2_l102_d5,Em tham khảo bài của anh cũng được.,You could just use my notes.,,,drifted
lesson_vi2_l103_d0,Cái ghế này mềm quá anh.,This chair is really soft.,,,drifted
lesson_vi2_l103_d1,Tiệm nội thất kia bán rẻ lắm.,That furniture shop sells them cheap.,,,drifted
lesson_vi2_l103_d2,Hôm qua em đụng anh Nam ngoài chợ.,I bumped into Nam at the market yesterday.,,,drifted
lesson_vi2_l103_d3,Lâu rồi anh không gặp cậu ấy.,I have not seen him in ages.,,,drifted
lesson_vi2_l103_d4,Anh ấy cho em một quyển sách.,He gave me a book.,,,drifted
lesson_vi2_l103_d5,Sách gì thế em?,What kind of book?,,,drifted
lesson_vi2_l104_d0,"Đội mũ vào em, nắng lắm.","Put a hat on, the sun is fierce.",,,drifted
lesson_vi2_l104_d1,Vâng ạ. Anh cũng đội đi.,"Yes, and you should put a hat on too.",,,drifted
lesson_vi2_l104_d2,Loài này hiếm lắm đấy.,This species is very rare.,,,drifted
lesson_vi2_l104_d3,Ở gần biên giới còn vài con.,There are a few left near the border.,,,drifted
lesson_vi2_l104_d4,Đi vào đó rủi ro không anh?,Is it risky going in there?,,,drifted
lesson_vi2_l104_d5,"Có, năm ngoái có người mất tích.","Yes, someone went missing last year.",,,drifted
lesson_vi2_l105_d0,Ngoài vườn có con rắn anh ơi!,There is a snake in the garden!,,,drifted
lesson_vi2_l105_d1,Đừng lại gần. Để anh xem.,Do not go near. Let me look.,,,drifted
lesson_vi2_l105_d2,Em sợ rắn từ nhỏ.,I have been afraid of snakes since I was little.,,,drifted
lesson_vi2_l105_d3,Anh cũng thế. Ai mà không sợ.,Me too. Who is not?,,,drifted
lesson_vi2_l105_d4,Chiều nay đi xem triển lãm nhé.,Let us go to the exhibition this afternoon.,,,drifted
lesson_vi2_l105_d5,"Ừ, anh đam mê hội hoạ lắm.","Yes, I have a passion for painting.",,,drifted
lesson_vi2_l106_d0,Con bé ngoan lắm anh ạ.,She is very well behaved.,,,drifted
lesson_vi2_l106_d1,"Ừ, học toán cũng giỏi.","Yes, and she is good at maths too.",,,drifted
lesson_vi2_l106_d2,Chiều nó lên thư viện học.,She goes to the library to study in the afternoon.,,,drifted
lesson_vi2_l106_d3,Em có ý định cho nó học thêm không?,Are you thinking of extra classes for her?,,,drifted
lesson_vi2_l106_d4,Chưa ạ. Cực kỳ tốn kém.,Not yet. It is extremely expensive.,,,drifted
lesson_vi2_l106_d5,"Ừ, cứ để nó tự học đã.",You should let her study alone for now.,,,drifted
lesson_vi2_l107_d0,Em xấu hổ quá anh ơi.,I am so embarrassed.,,,drifted
lesson_vi2_l107_d1,Có gì đâu mà xấu hổ.,There is nothing to be embarrassed about.,,,drifted
lesson_vi2_l107_d2,Hầu như cả lớp nhìn em.,Almost the whole class was looking at me.,,,drifted
lesson_vi2_l107_d3,Mai họ quên hết thôi.,They will have forgotten by tomorrow.,,,drifted
lesson_vi2_l107_d4,Chiều có họp phụ huynh nữa.,There is a parents' meeting this afternoon too.,,,drifted
lesson_vi2_l107_d5,"Dự báo mưa đấy, mang áo mưa nhé.","Rain is forecast, take a raincoat.",,,drifted
lesson_vi2_l108_d0,Anh chị có mấy con cái rồi ạ?,How many children do you two have?,,,drifted
lesson_vi2_l108_d1,Hai đứa. Đứa lớn học lớp bảy.,Two. The older one is in year seven.,,,drifted
lesson_vi2_l108_d2,Bọn trẻ giao tiếp tốt không anh?,Are they good at communicating?,,,drifted
lesson_vi2_l108_d3,"Đứa lớn thì có, đứa nhỏ nhút nhát.","My older child talks a lot, the younger is shy.",,,drifted
lesson_vi2_l108_d4,Đa số trẻ con đều thế mà.,Most children are like that.,,,drifted
lesson_vi2_l108_d5,"Ừ, lớn lên là khác ngay.","Yes, they change as soon as they grow.",,,drifted
lesson_vi2_l109_d0,Em kẹt xe nửa tiếng rồi anh.,I have been stuck in traffic for half an hour.,,,drifted
lesson_vi2_l109_d1,Giờ này lúc nào chả kẹt.,It is always jammed at this hour.,,,drifted
lesson_vi2_l109_d2,Em than mãi mà không đổi được.,I complain about it constantly but nothing changes.,,,drifted
lesson_vi2_l109_d3,Thôi kệ đi em.,You should just let it go.,,,drifted
lesson_vi2_l109_d4,Con chó nhà kia cắn người đấy.,That dog next door bites people.,,,drifted
lesson_vi2_l109_d5,"Ừ, đi ngang giữ khoảng cách nhé.","Yes, keep your distance when you go past.",,,drifted
lesson_vi2_l110_d0,Anh huỷ chuyến đi rồi ạ?,Have you cancelled the trip?,,,drifted
lesson_vi2_l110_d1,"Ừ, anh bị gãy tay tuần trước.","Yeah, I broke my arm last week.",,,drifted
lesson_vi2_l110_d2,"Trời, sao anh không nói sớm.","God, why did you not say sooner.",,,drifted
lesson_vi2_l110_d3,"Chuyện vớ vẩn thôi, trượt ngã ấy mà.","It was silly, I slipped and broke my arm.",,,drifted
lesson_vi2_l110_d4,Trước hết anh phải nghỉ đã.,First of all you have to rest.,,,drifted
lesson_vi2_l110_d5,"Ừ, hè này anh về quê hương.","Yes, this summer I am going back home.",,,drifted
lesson_vi2_l111_d0,"Trời ơi, em đỗ rồi má ơi!","Oh my god, I passed, Mum!",,,drifted
lesson_vi2_l111_d1,Giỏi quá con!,You studied hard and you passed!,,,drifted
lesson_vi2_l111_d2,Con gọi báo ba luôn nhé.,I will call Dad and tell him.,,,drifted
lesson_vi2_l111_d3,"Ừ, gọi liền đi con.","Yes, call your father right away.",,,drifted
lesson_vi2_l111_d4,Tối nay ăn mừng nha má.,"Let us celebrate tonight, Mum.",,,drifted
lesson_vi2_l111_d5,"Ừ, má nấu món con thích.","Yes, I will cook your favourite.",,,drifted
lesson_vi2_l112_d0,Hôm qua em đi bảo tàng.,I went to the museum yesterday.,,,drifted
lesson_vi2_l112_d1,Người ở đó thân thiện không em?,Were the people there friendly?,,,drifted
lesson_vi2_l112_d2,Thân thiện lắm ạ. Nhưng phim cuối buồn quá.,Very friendly. But the film at the end was so sad.,,,drifted
lesson_vi2_l112_d3,Buồn thế nào em?,How sad?,,,drifted
lesson_vi2_l112_d4,Em chảy nước mắt luôn.,It brought tears to my eyes.,,,drifted
lesson_vi2_l112_d5,Chiến tranh khủng khiếp thật.,War is terrible for everyone in it.,,,drifted
lesson_vi2_l113_d0,Em được học bổng rồi cô ạ.,I have won the scholarship this year.,,,drifted
lesson_vi2_l113_d1,Cô mừng cho em lắm.,I feel so glad for you today.,,,drifted
lesson_vi2_l113_d2,Hè này em đi tình nguyện ở miền núi.,This summer I am volunteering in the mountains.,,,drifted
lesson_vi2_l113_d3,Nhớ giữ sức khoẻ nhé em.,Remember to look after your health.,,,drifted
lesson_vi2_l113_d4,Vâng ạ. Hôm nọ bạn em phải đi cấp cứu.,Yes. The other day my friend had to go to A and E.,,,drifted
lesson_vi2_l113_d5,"Trời, bạn ấy đỡ chưa em?","God, is your friend better?",,,drifted
lesson_vi2_l114_d0,Xe tải chắn hết đường rồi.,That lorry has blocked the whole road.,,,drifted
lesson_vi2_l114_d1,Đéo đi được luôn.,There is no fucking way we can pass.,,,drifted
lesson_vi2_l114_d2,Anh nói năng cẩn thận chứ.,You should watch your language.,,,drifted
lesson_vi2_l114_d3,"Ừ, anh xin lỗi.","Yes, I am sorry about that.",,,drifted
lesson_vi2_l114_d4,Ai tiết lộ chuyện này thế?,Who let this out?,,,drifted
lesson_vi2_l114_d5,Anh không biết. Đừng nói với ai nhé.,I do not know. Do not tell anyone.,,,drifted
lesson_vi2_l115_d0,Giá cả xe máy dạo này thế nào anh?,How are motorbike prices these days?,,,drifted
lesson_vi2_l115_d1,Đắt hơn năm ngoái nhiều.,Much dearer than last year.,,,drifted
lesson_vi2_l115_d2,"Em đi lại xa quá, phải mua thôi.","I travel too far, I have to buy one.",,,drifted
lesson_vi2_l115_d3,"Em yên tâm, anh tìm giúp cho.","Do not worry, I will look for one for you.",,,drifted
lesson_vi2_l115_d4,Anh vất vả vì em quá.,You have worked so hard for me.,,,drifted
lesson_vi2_l115_d5,Có gì đâu em.,"It is nothing, I am glad to help.",,,drifted
lesson_vi2_l116_d0,Dạo này em thấy cô đơn quá anh.,I have felt very lonely lately.,,,drifted
lesson_vi2_l116_d1,Có chuyện gì em tâm sự với anh đi.,"If something is up, talk to me about it.",,,drifted
lesson_vi2_l116_d2,"Em mới chuyển đến, chưa quen ai.","I just moved here, I do not know anyone.",,,drifted
lesson_vi2_l116_d3,Bình thường mà em. Ai cũng thế.,That is normal. Everyone goes through it.,,,drifted
lesson_vi2_l116_d4,Người lớn kết bạn khó thật.,Making friends as an adult really is hard.,,,drifted
lesson_vi2_l116_d5,"Ừ, nhưng từ từ rồi quen.","Yes, but it comes with time.",,,drifted
lesson_vi2_l117_d0,Thỉnh thoảng em có về quê không?,Do you go back to your home town sometimes?,,,drifted
lesson_vi2_l117_d1,"Có, giỗ ông bà em phải về.","Yes, I have to for my grandparents' death anniversary.",,,drifted
lesson_vi2_l117_d2,Nhà em có bàn thờ chứ ạ?,Does your family keep an altar at home?,,,drifted
lesson_vi2_l117_d3,"Có, năm nào cũng thắp hương.","Yes, we burn incense every year.",,,drifted
lesson_vi2_l117_d4,Vé máy bay đắt lắm anh nhỉ.,Plane tickets are so expensive.,,,drifted
lesson_vi2_l117_d5,"Kệ, một năm một lần thôi mà.","Never mind, it is only once a year.",,,drifted
lesson_vi2_l118_d0,"Tay em bẩn quá, rửa đi con.","Your hands are filthy, go and wash them.",,,drifted
lesson_vi2_l118_d1,"Dạ, con rửa ngay ạ.","Yes, I will wash them now.",,,drifted
lesson_vi2_l118_d2,Sao con ăn vội thế?,Why are you eating so fast?,,,drifted
lesson_vi2_l118_d3,Con phải đi học ạ.,I have to get to school.,,,drifted
lesson_vi2_l118_d4,Nghiện điện thoại rồi đấy.,You are hooked on that phone.,,,drifted
lesson_vi2_l118_d5,Con để xuống rồi mà.,I have put it down.,,,drifted
lesson_vi2_l119_d0,Xoài này chín chưa anh?,Is this mango ripe yet?,,,drifted
lesson_vi2_l119_d1,"Chín rồi, ăn được đấy.","It is ripe, you can eat it.",,,drifted
lesson_vi2_l119_d2,Lấy cho em cái bát với.,Can you get me a bowl?,,,drifted
lesson_vi2_l119_d3,"Ừ, cái cũ vứt rồi.","Yes, I have thrown the old one out.",,,drifted
lesson_vi2_l119_d4,Hè này mình đi vịnh Hạ Long nhé.,Let us go to Hạ Long Bay this summer.,,,drifted
lesson_vi2_l119_d5,"Ừ, anh ngại đông người thôi.","Yes, I just do not like big crowds.",,,drifted
lesson_vi2_l120_d0,Trong hang mát hơn ngoài này.,It is cooler in the cave than out here.,,,drifted
lesson_vi2_l120_d1,"Ừ, hít thở sâu vào em.","Yes, you should breathe in deeply.",,,drifted
lesson_vi2_l120_d2,Nhà anh ấm áp thật.,Your home is really warm.,,,drifted
lesson_vi2_l120_d3,"Em ngồi đi, để anh lau bàn.","Sit down, let me wipe the table.",,,drifted
lesson_vi2_l120_d4,Mai anh đi hiến máu à?,Are you giving blood tomorrow?,,,drifted
lesson_vi2_l120_d5,"Ừ, sáu tháng một lần.","Yes, once every six months.",,,drifted
lesson_vi2_l121_d0,Bố em nghỉ hưu năm nay ạ.,My dad retires this year.,,,drifted
lesson_vi2_l121_d1,Nhanh thật. Ông định làm gì?,That was quick. What is he going to do?,,,drifted
lesson_vi2_l121_d2,Ông bảo trồng cây cho có ích.,"He says he will grow things, to be useful.",,,drifted
lesson_vi2_l121_d3,Hay đấy. Ông khoe với anh mãi.,Nice. He has been telling me about it for ages.,,,drifted
lesson_vi2_l121_d4,Ông em hay khoe lắm anh ạ.,My dad does like to show off.,,,drifted
lesson_vi2_l121_d5,Thế mới vui chứ em.,That is what makes him fun.,,,drifted
slang_trời ơi,trời ơi,oh my god / for heaven’s sake,,,missing
slang_trời đất ơi,trời đất ơi,good heavens — bigger version of trời ơi,,,missing
slang_má ơi,má ơi,oh mum! — Southern exclamation of surprise,,,missing
slang_bó tay,bó tay,I give up / nothing I can do,,,missing
slang_hết hồn,hết hồn,that scared the life out of me,,,missing
slang_mắc cười,mắc cười,funny (Southern; the North says buồn cười),,,missing
slang_quá trời,quá trời,loads / tons — Southern,,,missing
slang_quá xá,quá xá,"really, very — Southern",,,missing
slang_xạo,xạo,to talk rubbish / to fib — Southern,,,missing
slang_kệ nó,kệ nó,never mind it / leave it,,,missing
slang_thôi kệ,thôi kệ,forget it then,,,missing
slang_chán,chán,fed up / boring,,,missing
slang_mệt quá,mệt quá,so tired / worn out,,,missing
slang_đã,đã,satisfying — đã quá! = that hit the spot,,,missing
slang_ghê,ghê,"creepy, or “intensely” — ngon ghê = seriously tasty",,,missing
slang_xỉn,xỉn,drunk,,,missing
slang_nhậu,nhậu,to drink and eat with mates — a whole social institution,,,missing
slang_lẹ lên,lẹ lên,hurry up — Southern (the North says nhanh lên),,,missing
slang_dữ,dữ,"fierce / intense — dữ vậy? = whoa, that much?",,,missing
slang_hổng,hổng,không said the Southern way,,,missing
slang_trùm,trùm,the boss at something / top dog,,,missing
slang_gà,gà,a noob — literally “chicken”,,,missing
slang_ủa,ủa,"huh? / hang on — surprise or confusion, Southern",,,missing
slang_ê,ê,"oi / hey — getting attention, fine with mates, rude to elders",,,missing
slang_ui,ui,ooh / oops — small surprise,,,missing
slang_eo ơi,eo ơi,"ugh / eww — disgust, more Northern",,,missing
slang_gớm,gớm,"yuck — or “my word”, said dryly",,,missing
slang_thôi xong,thôi xong,well that’s that / it’s ruined now,,,missing
slang_tiêu rồi,tiêu rồi,we’re done for,,,missing
slang_chết dở,chết dở,in real trouble now,,,missing
slang_khổ thân,khổ thân,poor thing / bless him,,,missing
slang_rõ khổ,rõ khổ,poor sod — Northern,,,missing
